name,gender,date_of_birth,age,height,international,team,team_foundation,position,aerial_duels,aerial_duels_lost,aerial_duels_won,appearances,attempts_from_set_pieces,away_goals,backward_passes,clean_sheets,corners_won,duels,duels_lost,duels_won,fifty_fifty,forward_passes,foul_attempted_tackle,foul_won_penalty,games_played,goal_assists,goals,goals_conceded,goals_conceded_inside_box,goals_conceded_outside_box,goals_from_inside_box,goals_from_outside_box,ground_duels,ground_duels_lost,ground_duels_won,handballs_conceded,headed_goals,hit_woodwork,home_goals,interceptions,left_foot_goals,offsides,own_goal_scored,penalties_conceded,penalties_off_target,penalties_saved,penalty_goals,penalty_goals_conceded,red_cards_2nd_yellow,right_foot_goals,rightside_passes,saves_from_penalty,saves_made,set_pieces_goals,shots_off_target_inc_woodwork,shots_on_target_inc_goals,straight_red_cards,substitute_off,substitute_on,successful_corners_into_box,successful_crosses_corners,successful_dribbles,successful_fifty_fifty,successful_long_passes,successful_short_passes,tackles_lost,tackles_won,team_games_played,through_balls,time_played,times_tackled,total_clearances,total_fouls_conceded,total_fouls_won,total_passes,total_red_cards,total_shots,total_tackles,touches,unsuccessful_corners_into_box,unsuccessful_dribbles,unsuccessful_long_passes,unsuccessful_passes_opposition_half,unsuccessful_passes_own_half,unsuccessful_short_passes,winning_goal,yellow_cards
Enric Franquesa,M,1997-02-26,25,174,FALSE,Levante UD,1909-09-07,Midfielder,15,7,8,16,0,0,59,1,6,62,32,30,8,75,5,0,16,0,0,12,11,1,0,0,47,25,22,0,0,0,0,7,0,1,0,0,0,0,0,2,0,0,59,0,0,0,0,0,0,2,10,0,1,10,3,6,141,2,3,38,0,616,17,8,7,7,199,0,0,5,356,1,9,9,38,23,43,0,1
Enzo Roco,M,1992-08-16,30,192,TRUE,Elche CF,1923-03-01,Defender,88,27,61,30,0,0,73,4,1,188,79,109,52,446,22,0,30,0,1,40,38,2,1,0,100,52,48,1,0,0,1,28,1,1,0,2,0,0,0,6,0,0,264,0,0,0,5,3,0,4,1,0,0,5,25,111,838,16,20,38,0,2555,7,108,37,7,1152,0,8,36,1462,0,5,106,125,79,97,0,10
Eray Cömert,M,1998-02-04,24,183,FALSE,Valencia CF,1919-03-18,Defender,9,7,2,8,0,0,11,0,0,19,12,7,9,61,2,0,8,0,0,6,6,0,0,0,10,5,5,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,52,0,0,0,2,1,0,3,3,0,0,0,3,17,152,2,3,38,0,408,0,6,3,0,200,0,3,5,228,0,0,19,23,8,12,0,2
Eric García,M,2001-01-09,22,182,FALSE,FC Barcelona,1899-11-29,Defender,53,21,32,26,0,0,86,5,3,137,71,66,56,544,13,0,26,0,0,20,19,1,0,0,84,50,34,1,0,0,0,44,0,2,0,1,0,0,0,2,0,0,517,0,0,0,0,4,1,6,3,0,0,2,29,86,1472,9,18,38,2,2041,2,47,34,5,1672,1,4,27,1883,0,1,37,73,43,77,0,5
Erick Cabaco,M,1995-04-19,27,185,FALSE,Getafe CF,1983-03-30,Defender,14,6,8,10,0,0,4,0,0,29,15,14,4,105,4,0,10,1,0,5,4,1,0,0,15,9,6,1,0,0,0,4,0,0,1,0,0,0,0,1,0,0,35,0,0,0,1,0,0,4,5,0,0,0,3,16,96,1,1,38,0,403,0,8,7,4,169,0,1,2,207,0,0,34,43,15,23,0,3
Erik Lamela,M,1992-03-04,30,181,FALSE,Sevilla FC,1905-10-14,Midfielder,22,12,10,20,0,2,125,1,3,169,97,72,40,108,14,0,20,2,5,5,4,1,4,1,147,85,62,0,0,1,3,5,4,5,0,0,0,0,0,0,0,1,66,0,0,0,6,12,0,8,10,1,4,18,18,12,392,13,18,38,4,1014,45,2,21,13,468,0,18,31,696,4,16,1,57,18,63,1,5
Esteban Saveljich,M,1991-05-20,31,187,FALSE,Rayo Vallecano,1924-05-20,Defender,93,37,56,21,0,0,52,5,0,144,68,76,20,206,10,0,21,0,0,20,18,2,0,0,51,31,20,0,0,0,0,16,0,3,0,1,0,0,0,4,0,0,129,0,0,0,5,3,0,9,0,0,1,0,11,33,461,7,11,38,0,1707,3,66,23,2,599,0,8,18,779,0,1,52,65,40,53,0,4
Etienne Capoue,M,1988-07-11,34,189,FALSE,Villarreal CF,1923-03-10,Midfielder,77,24,53,30,0,1,187,6,5,289,108,181,64,369,22,0,30,1,1,23,19,4,0,1,212,84,128,1,0,0,0,35,0,0,0,0,0,0,0,2,0,1,365,0,0,0,6,5,0,11,4,0,1,41,35,57,1105,18,26,38,7,2295,28,51,44,44,1315,0,11,44,1682,0,14,38,117,40,115,0,9
Ezequiel Ponce,M,1997-03-29,25,180,FALSE,Elche CF,1923-03-01,Forward,42,25,17,13,0,0,58,2,6,123,76,47,28,30,4,0,13,0,1,7,7,0,1,0,81,51,30,1,0,0,1,1,1,6,0,0,0,0,0,2,0,0,37,0,0,0,4,5,1,2,8,0,0,14,13,8,114,1,4,38,1,662,31,6,14,11,157,1,9,5,294,0,11,1,37,4,34,1,1
Facundo Pellistri,M,2001-12-20,21,175,FALSE,Deportivo Alaves,1921-01-23,Forward,26,18,8,21,0,0,43,0,6,111,63,48,28,38,5,0,21,0,0,10,10,0,0,0,85,45,40,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,15,0,0,0,1,2,0,6,15,0,1,11,12,1,103,4,5,38,0,663,28,5,8,20,135,0,3,9,295,0,15,5,36,7,26,0,0
Rafael Jiménez Jarque,M,1993-08-12,29,186,FALSE,Cadiz CF,1910-09-10,Defender,57,26,31,28,2,0,47,2,4,138,63,75,30,272,8,0,28,2,0,24,23,1,0,0,81,37,44,0,0,1,0,24,0,0,0,0,0,0,0,5,0,0,174,0,0,0,10,0,0,12,5,0,2,1,13,55,454,13,19,38,3,1810,3,78,19,11,664,0,10,32,927,0,0,97,116,48,58,0,6
Federico San Emeterio Díaz,M,1997-03-16,25,174,FALSE,Cadiz CF,1910-09-10,Midfielder,16,5,11,12,0,0,56,1,0,80,43,37,23,102,19,0,12,0,0,10,8,2,0,0,64,38,26,1,0,0,0,8,0,0,0,0,0,0,0,2,0,0,103,0,0,0,0,0,0,8,2,0,0,0,13,17,264,11,5,38,2,836,3,5,26,10,347,0,0,16,417,0,2,13,39,27,53,0,3
Federico Valverde,M,1998-07-22,24,182,TRUE,Real Madrid,1902-03-06,Midfielder,23,8,15,31,0,0,181,4,14,163,71,92,50,294,14,0,31,1,0,19,17,2,0,0,140,63,77,0,0,3,0,24,0,6,0,0,0,0,0,1,0,0,240,0,0,0,19,9,0,9,12,0,0,32,24,48,982,20,16,38,4,1832,27,10,17,9,1148,0,28,36,1442,0,18,27,112,26,91,0,2
Felipe Augusto de Almeida Monteiro,M,1989-05-16,33,190,FALSE,Atletico de Madrid,1903-04-26,Defender,75,30,45,26,0,1,31,1,1,143,62,81,30,264,14,0,26,1,2,25,19,6,2,0,68,32,36,1,2,1,1,28,0,2,0,0,0,0,0,5,0,0,252,0,0,0,7,4,1,1,11,0,0,2,14,40,591,5,15,38,0,1499,3,75,21,14,771,1,11,20,986,0,1,64,79,61,76,1,5
Ferland Mendy,M,1995-06-08,27,180,FALSE,Real Madrid,1902-03-06,Defender,24,13,11,22,0,1,234,5,12,158,64,94,32,364,12,1,22,1,2,12,11,1,2,0,134,51,83,0,0,0,1,18,1,3,0,1,0,0,0,1,0,1,491,0,0,0,4,5,0,6,2,0,4,35,17,27,1064,10,14,38,1,1738,30,20,15,24,1186,0,9,24,1614,0,17,12,90,29,83,1,4
Fernando Francisco Reges,M,1987-07-25,35,183,FALSE,Sevilla FC,1905-10-14,Midfielder,80,45,35,24,0,0,143,7,0,168,91,77,46,297,13,0,24,1,1,17,13,4,1,0,88,46,42,1,0,0,1,29,0,1,0,0,0,0,0,1,0,1,362,0,0,0,3,1,0,4,3,0,0,7,27,104,1006,7,17,38,2,1850,10,31,16,11,1244,0,4,24,1451,0,4,50,84,51,84,0,6
Fernando Calero,M,1995-09-14,27,183,FALSE,RCD Espanyol de Barcelona,1900-10-23,Defender,43,22,21,16,0,0,29,3,1,86,38,48,19,259,4,0,16,0,0,17,17,0,0,0,43,16,27,1,0,0,0,16,0,0,0,1,0,0,0,3,0,0,109,0,0,0,1,0,0,5,3,0,0,4,13,35,481,7,10,38,0,1089,2,62,10,6,620,0,1,17,776,0,1,57,70,34,47,0,3
Fernando Pacheco,M,1992-05-18,30,186,FALSE,Deportivo Alaves,1921-01-23,Goalkeeper,5,0,5,34,0,0,0,5,0,8,0,8,4,746,0,0,34,0,0,60,54,6,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,127,3,89,0,0,0,0,1,0,0,0,0,3,361,203,1,1,38,0,3054,0,25,0,1,944,0,0,2,1186,0,0,377,333,47,3,0,1
Ferran Torres,M,2000-02-29,22,184,FALSE,FC Barcelona,1899-11-29,Midfielder,27,15,12,18,3,2,193,5,13,125,70,55,35,88,5,0,18,4,4,11,10,1,4,0,98,55,43,2,0,0,2,6,0,16,0,0,0,0,1,2,0,4,210,0,0,0,21,19,0,7,1,0,0,13,13,24,460,5,5,38,0,1417,44,5,9,20,572,0,40,10,827,0,24,4,80,15,84,1,1
Fidel Chaves de la Torre,M,1989-10-27,33,180,FALSE,Elche CF,1923-03-01,Forward,27,21,6,33,1,2,191,2,15,279,156,123,52,373,7,0,33,6,5,31,27,4,5,0,252,135,117,4,1,1,3,7,4,7,0,1,0,0,1,2,0,0,252,0,0,0,5,8,0,22,4,10,25,44,28,38,729,21,23,38,5,2280,71,18,26,29,974,0,13,44,1482,37,31,28,256,44,179,1,9
Florentino Ibrain Morris Luís,M,1999-08-19,23,183,FALSE,Getafe CF,1983-03-30,Midfielder,40,23,17,22,0,0,69,1,1,139,71,68,35,143,12,0,22,1,0,15,15,0,0,0,99,48,51,1,0,1,0,21,0,0,0,0,0,0,0,0,0,0,98,0,0,0,1,1,0,5,13,0,0,7,22,21,320,17,25,38,2,984,14,11,18,2,432,0,2,42,601,0,4,13,56,37,78,0,2
Florian Lejeune,M,1991-05-20,31,189,FALSE,Deportivo Alaves,1921-01-23,Defender,116,45,71,30,6,0,93,4,0,199,87,112,43,477,16,0,30,0,0,54,48,6,0,0,83,42,41,2,0,1,0,31,0,2,0,2,0,0,0,4,1,0,347,0,0,0,17,2,0,0,0,0,0,3,25,162,744,9,24,38,1,2699,4,153,34,5,1162,1,19,33,1511,0,3,151,182,77,105,0,7
Florin Andone,M,1993-04-11,29,180,TRUE,Cadiz CF,1910-09-10,Forward,18,11,7,5,0,0,19,0,0,30,18,12,7,7,1,0,5,0,0,7,7,0,0,0,12,7,5,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,6,0,0,0,2,1,0,1,4,0,0,2,4,0,25,0,1,38,0,173,3,1,3,2,38,0,3,1,70,0,0,1,8,5,12,0,1
Francisco Beltrán,M,1999-02-03,23,170,FALSE,RC Celta,1923-08-23,Midfielder,56,40,16,37,0,1,232,6,3,241,125,116,80,395,6,0,37,0,1,28,27,1,0,1,185,85,100,0,0,0,0,32,0,0,0,0,0,0,0,3,0,1,633,0,0,0,9,4,0,17,6,1,6,19,37,135,1573,15,41,38,1,2608,28,31,17,25,1872,0,13,56,2255,3,8,41,111,64,123,0,4
Francisco José García Torres,M,1999-08-14,23,167,FALSE,Rayo Vallecano,1924-05-20,Defender,62,37,25,34,0,1,275,9,23,255,133,122,64,477,15,0,34,0,1,40,36,4,1,0,193,96,97,0,0,0,0,45,1,2,0,0,0,0,0,7,0,0,403,0,0,0,5,8,0,2,0,0,29,22,31,59,919,25,35,38,1,3027,38,45,24,15,1221,0,13,60,2114,0,23,110,242,100,133,0,4
Francisco Mérida Pérez,M,1990-03-04,32,177,FALSE,RCD Espanyol de Barcelona,1900-10-23,Midfielder,4,4,0,10,0,0,16,0,3,42,20,22,11,71,3,0,10,0,0,5,5,0,0,0,38,16,22,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,43,0,0,0,3,0,1,3,7,2,3,9,6,16,100,4,3,38,2,262,4,1,6,6,168,1,3,7,225,2,2,21,45,12,31,0,2
Francis Coquelin,M,1991-05-13,31,176,FALSE,Villarreal CF,1923-03-10,Midfielder,27,12,15,20,0,1,97,0,5,133,62,71,34,110,13,0,20,1,2,10,9,1,2,0,106,50,56,0,0,0,1,19,0,0,0,0,0,0,0,1,0,2,149,0,0,0,2,2,0,7,12,0,0,17,15,12,395,9,17,38,2,826,20,10,23,13,473,0,4,26,639,0,3,6,55,12,60,0,3
Franco Cervi,M,1994-05-26,28,165,FALSE,RC Celta,1923-08-23,Forward,48,31,17,33,0,2,173,1,9,286,136,150,64,177,18,1,33,3,4,22,21,1,4,0,238,105,133,1,1,3,2,21,2,2,0,0,0,0,0,1,0,1,192,0,0,0,9,10,0,18,12,5,13,20,27,22,517,32,41,38,0,1804,40,13,22,40,673,0,19,73,1149,21,19,17,158,41,117,0,6
Franco Russo,M,1994-10-25,28,185,FALSE,RCD Mallorca,1916-03-06,Defender,67,38,29,19,0,1,39,4,2,144,80,64,49,311,13,0,19,0,1,18,16,2,1,0,77,42,35,1,1,0,0,27,0,1,1,2,0,0,0,2,2,0,158,0,0,0,3,2,0,1,2,0,0,5,24,61,428,9,10,38,0,1464,4,71,26,11,640,2,5,19,842,0,1,76,104,48,75,0,3
Frenkie de Jong,M,1997-05-12,25,180,FALSE,FC Barcelona,1899-11-29,Midfielder,42,16,26,32,0,3,318,4,11,231,85,146,83,379,10,0,32,3,3,30,26,4,3,0,189,69,120,2,0,2,0,20,1,6,0,0,0,0,0,1,1,2,480,0,0,0,9,8,0,12,2,0,5,51,55,75,1421,16,19,38,9,2486,37,15,24,35,1638,1,17,35,2000,6,9,15,137,31,127,2,5
Gabriel Armando de Abreu,M,1990-11-26,32,185,TRUE,Valencia CF,1919-03-18,Defender,58,20,38,19,0,2,31,7,0,112,40,72,32,235,8,0,19,1,2,17,12,5,1,1,54,20,34,0,0,0,0,39,0,1,0,0,0,0,0,2,0,2,140,0,0,0,3,3,0,4,0,0,0,1,20,70,424,9,12,38,1,1596,4,85,11,12,636,0,6,21,858,0,1,65,91,51,77,1,2
Gaizka Campos,M,1997-05-16,25,189,FALSE,RC Celta,1923-08-23,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gareth Bale,M,1989-07-16,33,185,TRUE,Real Madrid,1902-03-06,Forward,13,6,7,5,2,1,11,0,2,26,16,10,10,12,2,0,5,0,1,3,3,0,1,0,13,10,3,0,0,1,0,2,1,1,0,0,0,0,0,1,0,0,22,0,0,0,7,6,0,4,1,0,2,1,6,1,42,1,1,38,0,283,5,0,3,0,59,0,13,2,105,0,3,2,13,4,14,0,2
Gastón Álvarez,M,2000-03-24,22,184,FALSE,Getafe CF,1983-03-30,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo Martín Páez,M,2004-08-05,18,173,FALSE,FC Barcelona,1899-11-29,Midfielder,67,35,32,34,0,0,282,3,12,392,200,192,86,261,34,1,34,5,2,27,24,3,2,0,325,165,160,4,1,2,2,25,0,12,0,0,0,0,0,1,1,1,361,0,0,0,14,8,0,16,6,0,8,53,53,33,1035,20,18,38,11,2329,82,10,63,69,1196,1,22,38,1748,0,33,20,137,31,108,0,9
Geoffrey Kondogbia,M,1993-02-15,29,188,TRUE,Atletico de Madrid,1903-04-26,Midfielder,59,21,38,28,0,1,146,4,2,296,118,178,52,268,29,0,28,2,1,24,22,2,0,1,237,97,140,1,0,0,0,44,1,0,0,0,0,0,0,5,2,0,308,0,0,0,9,1,0,6,7,0,0,29,28,72,782,30,44,38,2,1883,30,23,40,37,993,2,10,74,1332,0,4,30,89,51,109,0,9
Gerard Gumbau,M,1994-12-18,28,187,FALSE,Elche CF,1923-03-01,Midfielder,40,22,18,31,3,0,135,2,8,202,112,90,46,306,33,0,31,4,0,34,33,1,0,0,162,90,72,1,0,0,0,23,0,0,0,0,0,0,0,5,0,0,271,0,0,0,9,3,1,9,11,16,26,7,24,83,726,27,19,38,2,1889,12,24,50,22,962,1,12,46,1308,33,6,62,172,48,91,0,8
Gerard Moreno,M,1992-04-07,30,180,FALSE,Villarreal CF,1923-03-10,Forward,36,18,18,17,0,3,70,2,8,160,84,76,33,161,5,1,17,3,9,14,10,4,8,1,124,66,58,2,2,0,6,6,7,8,0,0,0,0,1,0,0,0,69,0,0,0,12,17,0,5,3,0,4,39,16,30,270,3,2,38,10,1194,51,13,11,14,432,0,29,5,690,0,22,13,118,22,119,1,2
Gerard Piqué,M,1987-02-02,36,194,TRUE,FC Barcelona,1899-11-29,Defender,124,44,80,27,1,0,89,8,2,200,77,123,51,491,10,0,27,0,1,19,15,4,1,0,76,33,43,1,1,3,1,34,0,1,0,0,0,0,0,0,1,0,495,0,0,0,11,3,0,5,2,0,0,6,26,118,1391,10,12,38,2,2095,3,85,30,15,1677,1,14,22,1935,0,0,71,110,58,97,0,8
Germán Pezzella,M,1991-06-27,31,187,FALSE,Real Betis,1907-09-12,Defender,89,31,58,23,0,0,54,8,3,157,69,88,42,335,17,0,23,0,1,20,17,3,1,0,68,38,30,1,1,1,1,39,0,2,1,0,0,0,0,0,0,0,216,0,0,0,11,6,1,3,1,0,1,3,18,24,870,12,9,38,0,1991,1,102,26,6,1023,1,17,21,1297,0,0,60,74,55,69,0,5
Germán Sánchez,M,1986-12-12,36,187,FALSE,Granada CF,1931-01-01,Defender,109,45,64,32,0,1,82,3,4,192,78,114,43,485,8,0,32,1,2,47,42,5,2,0,83,33,50,2,2,1,1,28,0,1,0,1,0,0,0,5,1,0,224,0,0,0,4,4,0,3,7,0,0,0,23,78,698,8,19,38,0,2296,3,136,23,25,1041,1,8,27,1339,0,2,148,198,68,117,1,9
Germán Valera,M,2002-03-16,20,170,FALSE,Real Sociedad,1909-09-07,Forward,2,1,1,3,0,0,7,0,2,16,10,6,4,3,1,0,3,0,0,1,1,0,0,0,14,9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,3,0,0,2,2,1,13,1,2,38,0,49,6,1,3,0,17,0,0,3,38,0,5,1,3,1,2,0,0
Gerónimo Rulli,M,1992-05-20,30,189,TRUE,Villarreal CF,1923-03-10,Goalkeeper,12,0,12,32,0,0,0,14,0,19,5,14,0,580,0,0,32,0,0,28,24,4,0,0,7,5,2,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,292,1,75,0,0,0,0,0,0,0,0,1,0,163,729,0,0,38,0,2880,1,31,0,2,1126,0,0,0,1434,0,0,222,181,53,12,0,2
Giorgi Gagua,M,2001-10-10,21,193,FALSE,Deportivo Alaves,1921-01-23,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giorgi Kochorashvili,M,1999-06-29,23,178,FALSE,Levante UD,1909-09-07,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giorgi Mamardashvili,M,2000-09-29,22,199,FALSE,Valencia CF,1919-03-18,Goalkeeper,6,0,6,18,0,0,0,8,0,8,0,8,0,337,0,0,18,0,0,20,15,5,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,59,0,55,0,0,0,0,0,0,0,0,0,0,126,95,0,0,38,0,1620,0,19,0,2,431,0,0,0,589,0,0,208,183,27,2,0,2
Giovanni González,M,1994-09-20,28,173,FALSE,RCD Mallorca,1916-03-06,Defender,18,12,6,9,0,1,28,0,1,41,20,21,10,58,0,0,9,0,1,9,9,0,1,0,23,8,15,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,1,0,2,6,0,1,3,4,5,111,6,3,38,1,363,4,13,3,3,153,0,3,9,262,0,1,10,40,6,27,0,1
Gonzalo Escalante,M,1993-03-27,29,182,FALSE,Deportivo Alaves,1921-01-23,Midfielder,60,25,35,17,0,2,46,1,1,176,82,94,44,170,14,1,17,0,5,26,22,4,5,0,116,57,59,3,3,0,3,21,1,3,0,0,0,0,0,3,1,1,78,0,0,0,4,9,0,8,2,0,1,7,25,20,244,16,14,38,0,1305,16,26,25,23,395,1,13,30,628,0,2,28,102,31,103,2,6
Gonzalo Melero,M,1994-01-02,29,183,FALSE,Levante UD,1909-09-07,Midfielder,59,31,28,29,0,4,172,0,2,201,108,93,40,201,12,0,29,2,7,39,33,6,6,1,142,77,65,2,1,0,3,7,0,2,0,0,0,0,2,1,0,6,215,0,0,0,5,11,0,14,9,0,0,12,22,23,630,13,16,38,5,1696,39,22,20,27,768,0,16,29,1023,0,14,15,75,43,100,3,5
Gonzalo Montiel,M,1997-01-01,26,178,FALSE,Sevilla FC,1905-10-14,Defender,17,7,10,18,0,0,122,4,13,78,38,40,15,204,7,0,18,2,1,11,8,3,0,1,61,31,30,0,0,0,1,10,0,4,0,0,0,0,0,1,0,1,26,0,0,0,4,1,0,9,3,0,7,3,9,18,418,11,4,38,0,1068,10,16,9,12,556,0,5,15,805,0,5,41,98,48,79,1,7
Gonzalo Verdú,M,1988-10-21,34,185,FALSE,Elche CF,1923-03-01,Defender,51,23,28,19,1,0,42,4,1,112,52,60,35,203,9,0,19,0,0,14,12,2,0,0,61,29,32,2,0,0,0,13,0,0,0,1,0,0,0,3,0,0,243,0,0,0,3,0,0,5,3,0,0,0,23,66,529,10,9,38,1,1387,0,58,23,14,707,0,3,19,864,0,0,70,80,32,42,0,11
Gonzalo Villar,M,1998-03-23,24,181,FALSE,Getafe CF,1983-03-30,Midfielder,10,6,4,10,0,0,28,0,1,50,21,29,13,38,4,0,10,1,0,6,6,0,0,0,40,15,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,2,0,1,8,0,0,8,5,10,106,2,3,38,2,291,4,0,9,13,137,0,2,5,199,0,0,6,14,8,15,0,0
Gonçalo Manuel Ganchinho Guedes,M,1996-11-29,26,179,TRUE,Valencia CF,1919-03-18,Midfielder,45,29,16,36,3,6,117,2,37,361,186,175,67,267,14,1,36,6,11,42,34,8,8,3,316,157,159,6,3,2,5,9,2,5,0,0,0,0,1,6,0,6,196,0,0,0,22,28,0,16,6,7,32,64,33,36,468,7,14,38,7,2613,106,1,37,74,736,0,50,21,1393,18,60,32,277,33,200,2,3
Guido Carrillo,M,1991-05-25,31,191,FALSE,Elche CF,1923-03-01,Forward,146,62,84,29,0,0,83,1,2,242,122,120,42,72,17,0,29,0,2,20,19,1,2,0,96,60,36,2,1,2,2,1,0,6,0,0,0,0,0,2,0,1,79,0,0,0,11,10,0,6,18,0,0,8,22,5,202,3,4,38,0,1157,21,27,33,25,295,0,21,7,501,0,6,3,65,24,85,0,3
Guido Rodríguez,M,1994-04-12,28,185,FALSE,Real Betis,1907-09-12,Midfielder,50,17,33,32,0,1,180,9,4,329,131,198,70,505,32,0,32,2,1,26,24,2,1,0,279,114,165,3,1,1,0,31,0,2,0,0,0,0,0,1,1,0,328,0,0,0,5,8,0,5,3,0,1,18,34,100,1141,44,53,38,3,2533,26,51,47,50,1450,1,13,97,1892,0,9,61,129,83,148,1,7
Guillem Jaime,M,1999-01-06,24,177,FALSE,FC Barcelona,1899-11-29,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helibelton Palacios Zapata,M,1993-06-11,29,177,FALSE,Elche CF,1923-03-01,Defender,47,22,25,26,0,0,88,2,5,236,85,151,34,314,19,0,26,0,0,28,26,2,0,0,189,63,126,1,0,0,0,18,0,0,0,1,0,0,0,3,0,0,68,0,0,0,1,0,0,5,4,0,4,27,19,24,548,31,38,38,0,1931,18,57,28,30,727,0,1,69,1249,0,8,41,113,75,114,0,6
Hugo Duro,M,1999-11-10,23,177,FALSE,Valencia CF,1919-03-18,Forward,110,70,40,30,0,0,97,1,8,281,160,121,55,106,16,2,30,1,7,28,23,5,7,0,171,90,81,3,2,1,0,4,3,7,0,1,0,0,0,4,1,2,81,0,0,0,11,15,0,17,8,0,1,13,31,5,263,6,19,38,0,1844,44,16,29,44,373,1,26,25,709,0,12,8,95,21,97,0,2
Hugo Guillamón,M,2000-01-31,23,178,FALSE,Valencia CF,1919-03-18,Defender,88,40,48,31,0,0,120,3,2,324,160,164,63,385,41,0,31,0,1,40,35,5,1,0,236,120,116,3,0,1,1,30,0,2,1,0,0,0,0,5,1,1,307,0,0,0,3,2,1,8,3,0,1,10,30,113,771,16,27,38,2,2366,27,49,71,63,1099,2,5,43,1443,2,6,74,156,64,141,1,8
Hugo Mallo,M,1991-06-22,31,173,FALSE,RC Celta,1923-08-23,Defender,69,28,41,21,0,0,149,7,10,195,97,98,43,384,24,0,21,1,1,25,21,4,1,0,126,69,57,2,0,0,1,20,1,6,0,1,0,0,0,1,2,0,37,0,0,0,11,2,0,2,0,0,11,8,22,29,703,20,25,38,0,1828,18,47,38,4,953,2,13,45,1497,0,8,72,206,77,149,1,3
Héctor Bellerín,M,1995-03-19,27,178,FALSE,Real Betis,1907-09-12,Defender,46,19,27,23,0,0,146,8,11,196,81,115,55,338,10,0,23,2,0,23,19,4,0,0,150,62,88,2,0,0,0,23,0,2,1,0,0,0,0,2,0,0,56,0,0,0,4,2,1,0,1,0,12,22,25,26,613,20,32,38,1,1979,28,55,23,14,821,1,6,52,1338,0,20,36,130,82,146,0,2
Héctor Herrera,M,1990-04-19,32,185,FALSE,Atletico de Madrid,1903-04-26,Midfielder,47,24,23,21,0,0,62,2,2,124,61,63,32,201,12,0,21,0,0,9,8,1,0,0,77,37,40,0,0,0,0,12,0,1,0,1,0,0,0,2,0,0,173,0,0,0,2,3,0,4,13,0,3,16,16,32,522,8,8,38,3,852,6,13,19,8,653,0,5,16,808,1,3,20,82,24,79,0,4
Hélder Wander Sousa de Azevedo e Costa,M,1994-01-12,29,178,FALSE,Valencia CF,1919-03-18,Midfielder,21,13,8,22,0,0,60,2,12,195,123,72,40,91,9,0,22,1,0,23,22,1,0,0,174,110,64,1,0,0,0,3,0,1,0,0,0,0,0,4,0,0,32,0,0,0,4,2,0,8,9,2,12,23,19,3,174,11,16,38,1,1117,57,7,28,14,250,0,6,27,526,4,35,11,83,24,62,0,3
Iago Aspas,M,1987-08-01,35,176,TRUE,RC Celta,1923-08-23,Forward,55,33,22,37,7,9,335,6,45,270,133,137,88,205,6,0,37,6,18,39,36,3,15,3,215,100,115,4,0,1,9,11,14,20,0,1,0,0,3,4,0,4,270,0,0,0,24,41,0,10,1,5,16,51,37,48,886,7,7,38,11,3093,64,18,22,50,1237,0,65,14,1832,22,32,27,358,37,276,6,8
