name,gender,date_of_birth,age,height,international,team,team_foundation,position,aerial_duels,aerial_duels_lost,aerial_duels_won,appearances,attempts_from_set_pieces,away_goals,backward_passes,clean_sheets,corners_won,duels,duels_lost,duels_won,fifty_fifty,forward_passes,foul_attempted_tackle,foul_won_penalty,games_played,goal_assists,goals,goals_conceded,goals_conceded_inside_box,goals_conceded_outside_box,goals_from_inside_box,goals_from_outside_box,ground_duels,ground_duels_lost,ground_duels_won,handballs_conceded,headed_goals,hit_woodwork,home_goals,interceptions,left_foot_goals,offsides,own_goal_scored,penalties_conceded,penalties_off_target,penalties_saved,penalty_goals,penalty_goals_conceded,red_cards_2nd_yellow,right_foot_goals,rightside_passes,saves_from_penalty,saves_made,set_pieces_goals,shots_off_target_inc_woodwork,shots_on_target_inc_goals,straight_red_cards,substitute_off,substitute_on,successful_corners_into_box,successful_crosses_corners,successful_dribbles,successful_fifty_fifty,successful_long_passes,successful_short_passes,tackles_lost,tackles_won,team_games_played,through_balls,time_played,times_tackled,total_clearances,total_fouls_conceded,total_fouls_won,total_passes,total_red_cards,total_shots,total_tackles,touches,unsuccessful_corners_into_box,unsuccessful_dribbles,unsuccessful_long_passes,unsuccessful_passes_opposition_half,unsuccessful_passes_own_half,unsuccessful_short_passes,winning_goal,yellow_cards
Samuel Umtiti,M,1993-11-14,29,182,TRUE,FC Barcelona,1899-11-29,Defender,5,2,3,1,0,0,2,0,0,9,3,6,0,18,0,0,1,0,0,2,1,1,0,0,4,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,36,0,2,38,0,90,0,4,0,1,47,0,0,2,58,0,0,0,1,5,6,0,1
Sandro Ramírez,M,1995-07-09,27,175,FALSE,Getafe CF,1983-03-30,Forward,37,23,14,29,7,1,110,0,17,189,110,79,41,69,14,0,29,0,3,15,14,1,2,1,152,87,65,2,0,0,2,2,1,11,0,0,0,0,0,1,0,2,97,0,0,0,21,13,0,19,10,1,3,13,13,11,260,4,3,38,1,1471,47,3,31,45,342,0,34,7,670,3,31,4,92,15,67,0,7
Santiago Mina Lorenzo,M,1995-12-07,27,181,FALSE,RC Celta,1923-08-23,Forward,285,157,128,33,1,4,172,5,13,478,274,204,85,146,26,2,33,3,7,26,24,2,6,1,193,117,76,3,1,2,3,6,2,10,0,0,0,0,0,1,0,4,186,0,0,0,26,23,0,16,3,0,1,12,34,25,397,10,17,38,2,2378,43,21,53,39,633,0,49,27,1043,0,9,12,178,44,199,1,4
Santiago Arias,M,1992-01-13,31,178,TRUE,Granada CF,1931-01-01,Defender,23,14,9,12,0,0,21,0,2,61,32,29,21,58,2,0,12,0,1,9,8,1,1,0,38,18,20,0,0,0,1,5,0,2,0,0,0,0,0,0,0,1,6,0,0,0,2,1,0,2,8,0,3,3,9,8,111,7,5,38,0,433,7,9,6,5,152,0,3,12,290,0,4,8,33,12,25,1,1
Santiago Arzamendia,M,1997-05-05,25,173,FALSE,Cadiz CF,1910-09-10,Defender,31,19,12,14,0,0,36,1,3,77,44,33,16,51,4,0,14,0,1,7,6,1,0,1,46,25,21,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,29,0,0,0,4,1,0,4,9,2,5,3,7,5,85,8,6,38,0,462,13,6,6,4,136,0,5,14,259,3,7,19,44,15,27,0,2
Santiago Comesaña,M,1996-10-05,26,184,FALSE,Rayo Vallecano,1924-05-20,Midfielder,122,63,59,35,1,0,189,2,6,484,237,247,94,517,33,0,35,2,1,34,30,4,1,0,362,174,188,1,1,1,1,33,0,1,0,0,0,0,0,6,1,0,400,0,0,0,20,5,0,18,3,0,3,48,47,86,1125,31,56,38,3,2698,51,29,60,56,1464,1,25,87,2004,0,16,47,183,77,206,0,10
Saul García,M,1994-11-09,28,182,FALSE,Deportivo Alaves,1921-01-23,Defender,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,38,0,3,0,0,0,0,3,0,0,1,5,0,0,1,2,0,1,0,0
Serge Aurier,M,1992-12-24,30,176,FALSE,Villarreal CF,1923-03-10,Defender,38,17,21,19,0,0,90,3,10,105,50,55,25,267,10,0,19,1,0,12,12,0,0,0,67,33,34,0,0,0,0,11,0,1,0,1,0,0,0,3,0,0,41,0,0,0,5,2,0,2,9,0,7,14,15,20,520,5,9,38,0,1003,16,22,15,6,629,0,7,14,895,0,5,11,79,30,78,0,4
Sergi Darder,M,1993-12-22,29,180,FALSE,RCD Espanyol de Barcelona,1900-10-23,Midfielder,28,16,12,36,0,0,233,5,14,282,134,148,58,500,19,0,36,9,3,49,48,1,1,2,254,118,136,1,1,0,3,26,0,0,0,0,0,0,0,4,0,2,503,0,0,0,16,17,0,11,0,5,13,53,33,138,1271,23,22,38,8,3132,56,27,28,38,1650,0,33,45,2132,21,24,82,247,51,159,0,4
Sergio Guardiola Navarro,M,1991-05-29,31,184,FALSE,Rayo Vallecano,1924-05-20,Forward,69,45,24,32,0,3,118,0,20,207,132,75,65,83,13,1,32,2,8,25,21,4,8,0,138,87,51,1,0,3,5,4,7,14,0,0,0,0,1,2,0,1,73,0,0,0,18,18,0,17,12,0,3,13,31,11,254,1,9,38,2,1712,39,17,29,29,384,0,36,10,686,0,7,4,115,17,115,2,3
Sergi Gómez,M,1992-03-28,30,185,FALSE,RCD Espanyol de Barcelona,1900-10-23,Defender,89,50,39,31,0,1,84,7,1,150,73,77,60,487,5,0,31,2,1,47,46,1,1,0,61,23,38,0,0,0,0,40,1,0,0,0,0,0,0,2,0,0,324,0,0,0,3,3,1,3,0,0,0,1,30,85,1075,9,24,38,0,2723,3,118,11,4,1368,1,6,33,1654,0,0,133,112,96,75,0,1
Sergi Roberto,M,1992-02-07,30,178,TRUE,FC Barcelona,1899-11-29,Defender,4,2,2,9,0,0,46,0,3,21,7,14,14,47,1,0,9,1,2,7,5,2,2,0,17,5,12,0,0,1,2,4,1,1,0,0,0,0,0,0,0,1,41,0,0,0,1,3,0,4,5,0,1,3,10,2,217,4,1,38,0,399,2,6,1,4,238,0,4,5,296,0,0,2,19,8,17,0,1
Sergio Busquets,M,1988-07-16,34,189,TRUE,FC Barcelona,1899-11-29,Midfielder,129,69,60,36,0,1,321,8,5,411,173,238,79,694,29,0,36,0,2,36,32,4,1,1,282,104,178,4,0,0,1,45,1,2,0,0,0,0,0,2,0,1,836,0,0,0,6,4,0,4,0,0,2,21,43,202,2223,44,49,38,13,3202,20,30,53,67,2769,0,10,93,3214,0,5,82,256,89,262,1,12
Sergio Canales,M,1991-02-16,31,176,FALSE,Real Betis,1907-09-12,Midfielder,37,26,11,34,3,4,408,6,16,239,136,103,64,524,10,0,34,7,5,31,27,4,2,3,202,110,92,3,0,1,1,10,5,11,0,0,0,0,0,3,0,0,401,0,0,1,15,25,0,14,1,4,15,29,33,105,1415,10,14,38,22,2803,69,11,19,39,1788,0,40,24,2222,4,28,62,273,47,206,1,7
Sergio Diez Roldán,M,2003-07-28,19,178,FALSE,Atletico de Madrid,1903-04-26,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Escudero,M,1989-09-02,33,176,FALSE,Granada CF,1931-01-01,Defender,69,36,33,27,4,2,88,3,3,199,97,102,38,264,12,0,27,1,2,22,21,1,2,0,130,61,69,0,0,1,0,26,2,5,0,1,0,0,0,2,0,0,160,0,0,0,10,4,0,6,12,1,9,3,19,41,360,22,24,38,0,1428,19,27,14,20,561,0,14,46,984,0,9,58,126,55,102,0,6
Sergio Herrera,M,1993-06-05,29,192,FALSE,CA Osasuna,1920-11-17,Goalkeeper,9,0,9,36,0,0,0,12,3,23,3,20,1,922,0,0,36,0,0,48,44,4,0,0,14,3,11,0,0,0,0,1,0,0,0,0,0,3,0,4,0,0,65,3,101,0,0,0,0,0,0,0,0,3,0,410,182,1,2,38,0,3240,0,27,0,9,1080,0,0,3,1345,0,0,480,436,52,8,0,3
Sergio Postigo,M,1988-11-04,34,184,FALSE,Levante UD,1909-09-07,Defender,24,12,12,13,0,0,30,0,0,49,23,26,20,156,4,0,13,0,0,23,21,2,0,0,25,11,14,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,89,0,0,0,1,0,0,4,3,0,0,0,10,18,285,4,7,38,0,849,2,45,5,3,363,0,1,11,454,0,1,37,41,19,23,0,3
Sergio Rico,M,1993-09-01,29,195,TRUE,RCD Mallorca,1916-03-06,Goalkeeper,3,1,2,14,0,0,0,1,0,3,1,2,1,240,0,0,14,0,0,29,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,34,1,30,0,0,0,0,0,0,0,0,0,0,105,90,0,0,38,0,1260,0,9,0,0,310,0,0,0,403,0,0,114,96,19,1,0,0
Sergio Santos,M,2001-01-03,22,178,FALSE,Real Madrid,1902-03-06,Defender,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,38,0,10,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0
Sergiño Dest,M,2000-11-03,22,175,FALSE,FC Barcelona,1899-11-29,Defender,20,13,7,21,0,0,173,2,19,182,87,95,34,207,9,0,21,3,0,15,13,2,0,0,162,74,88,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,211,0,0,0,8,3,0,8,4,0,7,37,11,15,739,17,15,38,1,1514,53,17,17,19,816,0,11,32,1265,0,29,7,97,17,55,0,2
Shkodran Mustafi,M,1992-04-17,30,184,FALSE,Levante UD,1909-09-07,Defender,31,7,24,11,0,1,19,2,0,56,17,39,14,141,3,0,11,0,1,12,11,1,1,0,25,10,15,0,1,0,0,15,0,3,0,0,0,0,0,1,0,0,93,0,0,0,1,2,0,3,3,0,0,2,7,31,255,3,6,38,0,658,3,40,3,4,365,0,3,9,461,0,2,42,49,30,37,0,1
Sime Vrsaljko,M,1992-01-10,31,181,TRUE,Atletico de Madrid,1903-04-26,Defender,57,24,33,21,0,1,74,3,8,124,54,70,18,191,8,0,21,2,1,12,12,0,1,0,67,30,37,0,0,0,0,12,0,2,0,0,0,0,0,1,0,1,28,0,0,0,3,1,0,6,11,0,5,5,10,22,330,10,17,38,0,908,9,26,13,5,456,0,4,27,744,0,2,31,107,36,73,0,4
Francisco Javier Hidalgo,M,1994-03-30,28,178,FALSE,Levante UD,1909-09-07,Midfielder,29,19,10,26,0,1,129,3,7,148,77,71,44,325,7,1,26,0,1,40,34,6,1,0,119,58,61,3,1,0,0,19,0,3,0,0,0,0,0,0,0,0,206,0,0,0,3,7,1,8,4,0,9,19,24,74,528,10,18,38,3,1978,24,28,21,14,822,1,10,28,1309,1,20,88,188,68,132,0,5
Stefan Mitrovic,M,1990-05-22,32,189,FALSE,Getafe CF,1983-03-30,Defender,87,31,56,32,0,0,91,10,0,135,57,78,30,383,7,0,32,0,0,32,31,1,0,0,48,26,22,0,0,1,0,22,0,0,0,0,0,0,0,1,0,0,249,0,0,0,3,1,1,6,1,0,0,2,16,83,627,8,8,38,0,2670,4,109,18,4,903,1,4,16,1135,0,0,102,129,64,91,0,8
Stefan Savic,M,1991-01-08,32,187,TRUE,Atletico de Madrid,1903-04-26,Defender,125,53,72,28,0,0,89,11,4,246,99,147,49,483,17,0,28,0,0,24,22,2,0,0,121,46,75,1,0,0,0,37,0,3,1,0,0,0,0,4,0,0,259,0,0,0,9,5,0,1,0,0,0,8,32,106,1027,26,20,38,0,2440,4,97,30,22,1376,0,14,46,1686,0,1,130,166,78,113,0,12
Stole Dimitrievski,M,1993-12-25,29,188,TRUE,Rayo Vallecano,1924-05-20,Goalkeeper,14,2,12,31,0,0,0,9,2,19,2,17,1,641,0,0,31,0,0,37,32,5,0,0,5,0,5,0,0,0,0,1,0,0,0,0,0,2,0,7,0,0,55,2,91,0,0,0,0,0,1,0,0,0,1,196,201,0,0,38,0,2771,0,35,0,6,790,0,0,0,1124,0,0,389,339,54,4,0,0
Jesús Fernández Saez,M,1993-11-19,29,177,FALSE,Sevilla FC,1905-10-14,Forward,2,2,0,8,0,0,54,0,8,38,20,18,6,36,0,0,8,1,0,6,5,1,0,0,36,18,18,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,19,0,0,0,1,2,0,7,2,0,2,7,4,5,130,1,3,38,3,388,7,0,1,7,168,0,3,4,233,2,5,6,37,6,27,0,0
Takefusa Kubo,M,2001-06-04,21,173,FALSE,RCD Mallorca,1916-03-06,Midfielder,25,14,11,28,2,1,65,0,13,226,97,129,40,144,10,0,28,0,1,33,29,4,1,0,201,83,118,2,0,1,0,8,1,5,0,0,0,0,0,1,0,0,56,0,0,0,27,8,0,14,11,3,13,40,19,10,322,12,19,38,6,1606,54,4,17,47,443,0,35,31,874,8,24,12,120,29,99,1,4
José Antonio Morente Oliva,M,1996-12-04,26,180,FALSE,Elche CF,1923-03-01,Midfielder,43,21,22,32,0,2,120,0,19,216,121,95,50,155,17,0,32,3,3,22,21,1,3,0,173,100,73,0,0,0,1,12,1,8,0,0,0,0,0,3,0,2,60,0,0,0,13,8,0,15,14,1,15,30,19,15,354,7,14,38,2,1634,47,10,32,22,496,0,21,21,878,6,33,24,148,38,103,2,4
Thiago Galhardo do Nascimento Rocha,M,1989-07-20,33,183,FALSE,RC Celta,1923-08-23,Forward,114,66,48,31,0,0,55,1,7,200,119,81,40,79,14,0,31,2,2,16,14,2,2,0,86,53,33,1,0,1,2,6,0,16,0,0,0,0,0,2,0,2,74,0,0,0,11,16,0,6,22,0,2,8,16,4,162,6,6,38,2,1132,23,8,21,13,260,0,27,12,454,0,12,2,91,10,92,1,5
Thibaut Courtois,M,1992-05-11,30,199,TRUE,Real Madrid,1902-03-06,Goalkeeper,9,1,8,36,0,0,0,16,1,13,3,10,1,439,1,0,36,0,0,29,26,3,0,0,4,2,2,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,266,1,93,0,0,0,0,0,0,0,0,0,1,110,640,1,0,38,0,3240,0,14,1,1,947,0,0,1,1275,0,0,189,143,54,8,0,1
Thierry Rendall Correia,M,1999-03-09,23,176,FALSE,Valencia CF,1919-03-18,Defender,33,14,19,19,0,0,64,5,8,174,80,94,41,225,24,0,19,1,0,11,9,2,0,0,141,66,75,0,0,0,0,19,0,0,0,0,0,0,0,2,0,0,14,0,0,0,1,1,0,9,1,0,3,11,20,35,303,12,23,38,1,1424,19,22,32,29,478,0,2,35,895,0,11,40,128,57,100,0,5
Thomas Delaney,M,1991-09-03,31,182,FALSE,Sevilla FC,1905-10-14,Midfielder,93,38,55,26,0,2,123,3,6,206,83,123,50,279,12,0,26,1,2,12,9,3,1,1,113,45,68,1,0,2,0,13,2,1,0,0,0,0,0,0,1,0,192,0,0,0,8,4,0,5,11,0,1,6,28,53,563,17,24,38,2,1544,9,33,26,21,787,1,12,41,1009,0,3,52,134,50,119,1,2
Thomas Lemar,M,1995-11-12,27,171,TRUE,Atletico de Madrid,1903-04-26,Midfielder,22,10,12,24,1,3,141,2,14,181,91,90,44,167,8,0,24,5,4,25,23,2,4,0,159,81,78,2,1,1,1,8,2,2,0,2,0,0,0,4,0,1,224,0,0,0,12,8,0,12,7,6,24,33,22,28,551,10,14,38,2,1445,57,10,11,21,679,0,20,24,1059,23,23,11,143,23,89,2,2
Tomás Alarcón,M,1999-01-19,24,174,FALSE,Cadiz CF,1910-09-10,Midfielder,34,19,15,23,0,0,87,2,4,130,71,59,42,165,11,0,23,1,0,23,21,2,0,0,96,52,44,2,0,1,0,30,0,1,0,2,0,0,0,5,0,0,116,0,0,0,11,2,0,7,7,8,14,4,18,53,328,11,20,38,2,1423,14,28,19,9,501,0,13,31,781,20,4,41,126,44,79,0,5
Tomás Pina,M,1987-10-14,35,184,FALSE,Deportivo Alaves,1921-01-23,Midfielder,56,24,32,29,0,0,79,0,1,177,85,92,37,214,21,0,29,0,0,32,29,3,0,0,121,61,60,2,0,0,0,22,0,0,0,0,0,0,0,5,0,0,126,0,0,0,3,1,0,13,13,0,1,4,25,15,438,12,16,38,1,1442,9,23,39,29,577,0,4,28,772,0,3,16,86,42,108,0,4
Toni Fuidias,M,2001-04-15,21,195,FALSE,Real Madrid,1902-03-06,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toni Kroos,M,1990-01-04,33,183,TRUE,Real Madrid,1902-03-06,Midfielder,19,10,9,28,4,0,226,7,8,160,70,90,47,610,14,0,28,3,1,18,16,2,1,0,141,60,81,1,0,0,1,12,0,0,0,0,0,0,0,1,0,1,881,0,0,0,23,12,0,10,3,20,20,9,26,218,1822,8,26,38,4,2108,19,11,20,39,2150,0,35,34,2477,44,8,32,145,31,78,0,4
Antonio Latorre,M,1997-11-21,25,171,FALSE,Valencia CF,1919-03-18,Defender,23,19,4,11,0,0,49,1,1,82,47,35,24,105,5,0,11,1,0,9,8,1,0,0,59,28,31,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,75,0,0,0,0,0,0,4,4,0,4,8,14,16,163,5,12,38,0,591,7,12,14,6,234,0,0,17,404,0,0,23,48,22,32,0,5
Antonio Moya,M,1998-03-20,24,180,FALSE,Deportivo Alaves,1921-01-23,Defender,31,20,11,28,2,0,73,2,12,154,91,63,37,171,18,0,28,1,0,27,24,3,0,0,123,71,52,3,0,1,0,20,0,0,0,1,0,0,0,2,0,0,141,0,0,0,6,2,0,13,11,20,26,20,17,41,341,13,10,38,4,1383,17,18,27,10,509,0,8,23,793,26,5,49,149,33,78,0,2
Tonny Vilhena,M,1995-01-03,28,175,FALSE,RCD Espanyol de Barcelona,1900-10-23,Midfielder,22,12,10,17,0,1,71,0,7,104,57,47,22,101,9,0,17,1,1,15,15,0,1,0,82,45,37,2,0,1,0,8,0,2,0,0,0,0,0,1,0,1,95,0,0,0,8,3,0,13,4,6,10,12,6,9,216,10,6,38,0,936,17,11,16,10,304,0,11,16,490,6,5,19,76,25,60,0,4
Unai García,M,1992-02-03,30,186,FALSE,CA Osasuna,1920-11-17,Defender,67,33,34,18,0,0,50,4,4,113,48,65,30,208,5,0,18,0,0,18,17,1,0,0,46,15,31,1,0,0,0,22,0,0,0,1,0,0,0,1,0,0,75,0,0,0,5,0,0,1,3,0,1,3,14,66,333,9,12,38,0,1407,3,76,10,7,531,0,5,21,749,0,1,80,112,27,52,0,5
Unai López,M,1995-10-30,27,170,FALSE,Rayo Vallecano,1924-05-20,Midfielder,30,22,8,27,4,0,146,0,7,158,100,58,25,205,10,0,27,0,0,24,21,3,0,0,128,78,50,4,0,0,0,10,0,5,0,0,0,0,0,3,0,0,227,0,0,0,8,7,0,10,14,17,22,14,14,75,590,10,9,38,2,1154,33,6,26,17,770,0,15,19,1021,23,13,46,124,21,59,0,5
Unai Núñez,M,1997-01-30,26,186,FALSE,Athletic Club,1898-12-31,Defender,23,11,12,9,0,0,13,0,1,52,26,26,13,120,6,0,9,0,0,11,11,0,0,0,29,15,14,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,98,0,0,0,5,1,0,1,2,0,1,3,6,25,265,0,4,38,0,620,2,24,10,7,337,0,6,4,419,0,1,26,40,7,21,0,2
Unai Ropero,M,2001-11-20,21,188,FALSE,Deportivo Alaves,1921-01-23,Forward,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,38,0,11,1,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0
Unai Simón,M,1997-06-11,25,190,FALSE,Athletic Club,1898-12-31,Goalkeeper,9,1,8,34,0,0,0,12,0,9,1,8,0,453,0,0,34,0,0,31,29,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,154,0,83,0,0,0,0,0,0,0,0,0,0,172,325,0,0,38,0,3060,0,15,0,1,746,0,0,0,1075,0,0,242,197,52,7,0,3
Unai Vencedor,M,2000-11-15,22,176,FALSE,Athletic Club,1898-12-31,Midfielder,55,32,23,34,0,0,123,3,5,227,119,108,68,454,12,1,34,0,0,26,24,2,0,0,172,87,85,1,0,1,0,19,0,0,0,0,0,0,0,2,0,0,327,0,0,0,8,2,0,16,5,1,8,25,35,98,907,15,11,38,2,2396,27,20,28,35,1254,0,10,26,1593,6,5,78,218,70,171,0,4
Uros Racic,M,1998-03-17,24,193,FALSE,Valencia CF,1919-03-18,Midfielder,61,28,33,28,0,0,53,0,5,193,91,102,45,172,18,0,28,0,0,20,18,2,0,0,132,63,69,0,0,0,0,16,0,1,0,0,0,0,0,2,1,0,124,0,0,0,10,1,0,9,15,0,2,14,22,53,314,14,18,38,0,1198,13,20,29,25,499,1,11,32,709,0,4,41,101,34,91,0,1
Varazdat Haroyan,M,1992-08-24,30,185,FALSE,Cadiz CF,1910-09-10,Defender,48,19,29,17,0,1,34,3,1,122,53,69,25,162,13,0,17,0,1,27,25,2,1,0,74,34,40,0,0,0,0,15,0,1,0,0,0,0,0,4,0,1,87,0,0,0,1,2,0,3,1,0,0,3,12,31,302,10,21,38,0,1437,2,61,22,6,432,0,3,31,609,0,1,44,61,39,55,0,9
Vedat Muriqi,M,1994-04-24,28,194,FALSE,RCD Mallorca,1916-03-06,Forward,217,101,116,16,0,1,86,3,9,301,154,147,39,154,9,0,16,3,5,28,25,3,5,0,84,53,31,4,2,2,4,6,3,7,0,0,0,0,2,3,0,0,108,0,0,0,19,18,0,1,0,0,1,9,20,8,236,3,3,38,2,1439,27,29,27,16,450,0,37,6,707,0,13,8,191,21,198,3,6
Vicente Iborra,M,1988-01-16,35,190,FALSE,Villarreal CF,1923-03-10,Midfielder,42,16,26,20,0,0,70,4,1,108,51,57,12,211,11,0,20,1,0,10,10,0,0,0,66,35,31,2,0,0,0,11,0,0,0,0,0,0,0,1,0,0,168,0,0,0,4,2,0,4,8,0,0,2,12,15,530,9,10,38,3,1031,7,27,19,10,635,0,6,19,757,0,2,21,61,29,69,0,4
Victor Wehbi Aznar Ussen,M,2002-10-17,20,189,FALSE,Cadiz CF,1910-09-10,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Chust,M,2000-03-05,22,184,FALSE,Cadiz CF,1910-09-10,Defender,67,36,31,25,0,0,51,7,3,119,58,61,40,270,5,0,25,0,0,27,24,3,0,0,52,22,30,0,0,0,0,16,0,0,0,2,0,0,0,8,0,0,298,0,0,0,4,2,0,3,5,0,0,4,14,70,601,9,10,38,0,1829,2,84,14,8,796,0,6,19,1005,0,1,63,78,49,62,0,2
Vinicius José Paixão de Oliveira Júnior,M,2000-07-12,22,176,FALSE,Real Madrid,1902-03-06,Forward,11,8,3,35,0,9,390,8,33,464,246,218,61,199,19,4,35,10,17,22,19,3,16,1,453,238,215,4,2,0,8,6,5,26,0,0,0,0,0,1,0,10,554,0,0,0,19,43,0,15,5,0,10,95,34,42,1014,22,24,38,5,2699,173,0,34,74,1230,0,62,46,1966,0,114,10,186,22,164,6,6
Víctor Machín Pérez,M,1989-11-02,33,185,TRUE,Getafe CF,1983-03-30,Forward,7,3,4,7,0,0,21,0,3,40,19,21,10,26,6,0,7,0,0,3,3,0,0,0,33,16,17,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,1,6,0,0,5,6,0,85,1,2,38,0,216,6,1,7,9,106,0,0,3,153,0,4,2,20,3,19,0,0
Víctor Camarasa,M,1994-05-28,28,183,FALSE,Real Betis,1907-09-12,Midfielder,3,1,2,7,0,0,5,0,0,11,4,7,2,15,1,0,7,0,0,2,1,1,0,0,8,3,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,7,0,0,0,1,0,41,1,1,38,0,102,1,2,2,3,50,0,1,2,71,0,1,0,5,4,9,0,0
Víctor Díaz,M,1988-06-12,34,184,FALSE,Granada CF,1931-01-01,Defender,60,31,29,22,0,1,34,3,3,123,63,60,25,299,7,0,22,0,1,30,28,2,1,0,63,32,31,0,1,0,0,17,0,0,0,0,0,0,0,4,0,0,85,0,0,0,8,2,0,8,4,0,4,4,16,52,430,8,15,38,0,1504,4,68,15,4,644,0,10,23,867,0,4,101,124,47,61,0,5
Víctor Laguardia,M,1989-11-05,33,185,FALSE,Deportivo Alaves,1921-01-23,Defender,110,47,63,34,0,1,70,5,1,178,81,97,37,594,12,0,34,2,3,56,50,6,3,0,68,34,34,0,2,0,2,27,0,4,0,0,0,0,0,5,0,1,223,0,0,0,8,5,0,2,0,0,0,0,26,167,763,13,16,38,0,3044,2,145,21,6,1236,0,13,29,1565,0,0,169,228,81,137,1,9
Víctor Ruiz,M,1989-01-25,34,184,FALSE,Real Betis,1907-09-12,Defender,76,30,46,18,0,0,43,4,1,106,46,60,37,387,7,0,18,0,0,17,15,2,0,0,30,16,14,0,0,0,0,29,0,2,0,0,0,0,0,3,0,0,312,0,0,0,4,1,0,2,1,0,0,1,16,54,720,2,9,38,0,1425,2,70,12,2,890,0,5,11,1075,0,1,47,64,52,69,0,2
William Silva de Carvalho,M,1992-04-07,30,187,TRUE,Real Betis,1907-09-12,Midfielder,60,26,34,33,0,1,197,3,7,288,129,159,62,409,17,0,33,3,2,25,24,1,1,1,228,103,125,1,0,0,1,16,1,0,0,0,0,0,0,2,0,1,384,0,0,0,11,10,0,12,13,0,1,48,31,75,1080,16,33,38,8,1803,49,20,31,28,1312,0,21,49,1649,0,22,32,122,38,125,1,6
Willian José Da Silva,M,1991-11-23,31,189,FALSE,Real Betis,1907-09-12,Forward,56,34,22,32,3,4,166,1,5,164,98,66,43,100,7,0,32,4,8,18,17,1,7,1,108,64,44,0,0,1,4,3,3,7,0,0,0,0,3,1,0,5,180,0,0,0,12,12,0,16,13,0,2,6,19,23,392,2,13,38,5,1610,46,16,12,23,530,0,24,15,757,0,10,19,95,25,96,4,1
Lei Wu,M,1991-11-19,31,174,TRUE,RCD Espanyol de Barcelona,1900-10-23,Forward,31,23,8,23,0,0,24,0,1,54,37,17,9,23,3,0,23,0,1,7,6,1,1,0,23,14,9,1,0,0,1,4,0,5,0,0,0,0,0,1,0,1,15,0,0,0,0,5,0,4,19,0,1,1,5,3,55,1,2,38,2,458,6,3,5,5,83,0,5,3,143,0,5,0,21,7,25,1,0
Joaquín Navarro Jiménez,M,1990-01-23,33,176,FALSE,Deportivo Alaves,1921-01-23,Defender,32,23,9,18,0,0,82,2,4,131,64,67,38,185,9,0,18,0,0,23,23,0,0,0,99,41,58,2,0,0,0,22,0,2,0,2,0,0,0,3,0,0,46,0,0,0,4,3,1,4,2,0,1,5,20,18,301,9,19,38,2,1350,13,54,16,25,429,1,7,28,808,0,7,56,109,29,54,0,4
